"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"Taiwan","NIFCO TAIWAN CORPORATION ","No.198-81, Sec. 2, Zhong’ai Rd Guanyin Township Tao-Yuan county","Tao-Yuan","32846","Taiwan","886225782952Ext288","Accessories","220","97","123","","","","","","",""
"Thailand","Advanced Printing (Thailand) Company Limited","491 Moo 4.Manjakiri Rd., Tumbon Banthum.,Muang ","KHON KAEN","40000","Khon Kaen","6643255313","Apparel","461","242","219","0","","","","","",""
"Thailand","NB Apparel Co., Ltd.","183 Moo 8 Udonthani-Muangloei rd. Muangnongbualamphu, Nongbualamphu","Nong Bua Lam Phu","39000","Nong Bua Lamphu","6642315622xt7121","Apparel","1412","1022","398","","Jasco Pte.Ltd.","","","","",""
"Thailand","NICE APPAREL COMPANY LIMITED","149 Moo 2 Highway number 207 Road Tumbol Muang Phon ","Phon","40120","Khon Kaen","6643424263Ext6117","Apparel","1798","1356","442","","Jasco Pte.Ltd.","","","","",""
"Thailand","Nice Apparel Company Limited (Nakhonratchasima Branch)","188 Moo 4, Ban Pho, Muang - Nakhonratchasima,Nakhonratchasima 30310  ","Muang-Nakhonratchasima","30310","Nakhon Ratchasima","666644300647","Apparel","808","661","147","","Jasco Pte.Ltd.","","","","",""
"Thailand","NK Apparel Co., Ltd.","370 Moo 4, Banthum Mueangkhonkaen,  ","Khon Kaen","40000","Khon Kaen","6643240700Ext3864","Apparel","4500","3000","1500","","Jasco Pte.Ltd.","","","","",""
"Thailand","Sincerely Screen Co., Ltd.","30/138 Khok-Kham ","Muang","74000","Samut Sakhon","66814086999","Apparel","225","114","111","165","Thong Thai Textile Co Ltd/Vision Garment Co., Ltd.","","","","",""
"Thailand","Thai Eastern Industry Co., Ltd.","42/220 Moo 5 Soi Moobansristhien Petchkasem Road, Raikhing, ","Sampran","73210","Nakhon Pathom","66024290565Ext12","Apparel","395","255","140","300","","","","","",""
"Thailand","Thong Thai Textile Co., Ltd.","No. 21, Soi Phetkasem 81 Ma-Charoen Rd NONGKHAEM AREA","Bangkok","10160","Bangkok","6624310050Ext0","Apparel","942","737","205","0","Thong Thai Textile Co Ltd/Vision Garment Co., Ltd.","","","","",""
"Thailand","Titan Sports Wear Co., Ltd.","244 Moo 5.  Tumbol Donhun Amphur Maung ","Khon Kaen","40260","Khon Kaen","666643322777","Apparel","793","617","176","793","Thong Thai Textile Co Ltd/Vision Garment Co., Ltd.","","","","",""
"Thailand","VAS Garment (Thailand) Co., Ltd.","30 Moo 13, Kaeng Loeng Jan Muang ","Mahasarakham","44000","Maha Sarakham","666643777442Ext110","Apparel","1218","947","271","176","Thong Thai Textile Co Ltd/Vision Garment Co., Ltd.","","","","",""
"Tunisia","Gantex LTD","Route Omar El Mokhtar  ","Bizerte - Ain Mariam","7000","Bizerte","21698224510","Accessories","160","60","5","","Hochmuth GmbH & Co. KG","","","","",""
"Tunisia","VTL2","Route de Korba KM 2  ","Menzel Temime","8080","Nabeul","2160021672300400","Apparel","497","476","21","","VTL","","","","",""
"Turkey","AKAL TICARET VE TEKS.SAN.LTD.STI","Yenidogan, Merve Mh. Akabe Cd. No:16 Sancaktepe   ","ISTANBUL","34791 ","Istanbul","902164221751","Accessories","120","31","89","","","","","","",""
"Turkey","AKKANAT KONF.IMAL.IHR. TIC.A.S.","No.47 A Ugur Mumcu Cad  AKCABURGAZ MAH. ESENYURT","Esenyurt / ISTANBUL","34522","","902126224170","Apparel","215","97","118","","Arik Bey Tekstil Enerji ve Sinai Yatirimlar Anonim Sirketi","","","","",""
"Turkey","ARIK BEY TEKSTIL ENERJI VE SINAI YATIRIMLAR ANONIM SIRKETI","No: 1,  ARIKBEY TEKSTIL FAB CAD GOLKASI MH. BEYSEHIR","KONYA","42700","Konya","905323801398","Apparel","530","261","269","","Arik Bey Tekstil Enerji ve Sinai Yatirimlar Anonim Sirketi","","","","",""
"Turkey","ARIK TEKSTIL KONF. IML. IHR. ve TIC. LTD. STI","Bayavsar Mah. 41959 sok. No:9 ","Konya","42700","Konya","903325148080","Apparel","253","158","95","","Arikbey","","","","",""
"Turkey","Arikbey","Akcaburgaz Mah.Ugur Mumcu Cad.no:47 B Blok Esenyurt ","Istanbul","34552","Istanbul","3325158749","Apparel","203","114","89","","Arik Bey Tekstil Enerji ve Sinai Yatirimlar Anonim Sirketi","","","","",""
"Turkey","Beybo Seydisehir","Alaylar 2 Mah. Hafif San. Bol. Cevre Yolu uzeri, Kamil Akkanat Cad.,Seydisehir ","Konya","42360","Konya","903322230430","Apparel","316","178","138","","Arik Bey Tekstil Enerji ve Sinai Yatirimlar Anonim Sirketi","","","","",""
"Turkey","Beydur Konf. Iml. Ihr. San. ve Tic. Ltd. Sti.","NO:982DA, ISPARTA CEVRE YOLU CAD GOLKASI MAH. BEYSEHIR","Konya","42700","Konya","903325158615","Apparel","75","9","66","","Beydur Konfeksiyon Imalat Ihracat","","","","",""
"Turkey","Beydur Konfeksiyon Imalat Ihracat","Akcaburgaz Mah.149.Sok.No:6 Esenyurt ","Istanbul","34522","Istanbul","902128869130Ext0","Apparel","198","49","149","","Beydur Konf. Iml. Ihr. San. ve Tic. Ltd. Sti.","","","","",""
"Turkey","DONENCE NAKIS SANAYI VE TICARET LTD STI","Y.Bosna Merkez mah. Kavak Sok No:6/2  ","Bahcelievler","34197","Istanbul","905415151727","Apparel","118","26","92","","","","","","",""
"Turkey","Gelal Corap Sanayi ve Ticaret A.S. - IST","Akcaburgaz Mah. 117. Sok. No:2 Esenyurt ","Istanbul","34500","Istanbul","902128866535","Accessories","550","483","356","","Gelal Corap Sanayi Ve Ticaret A.S.","","","","",""
"Turkey","Gelal Corap Sanayi ve Ticaret A.S. (Cankiri)","Yeni Mah. Organize Sanayi Bolgesi 1.Cad. No:8 ","sabanozu","18650","Cankiri","903765181540","Accessories, Footwear","1297","829","468","","Gelal Corap Sanayi Ve Ticaret A.S.","","","","",""
"Turkey","Metas Nakis ve Tekstil San.Tic.Ltd.Sti.","Akcaburgaz Mah.  Ugur Mumcu Cad. N:47 E Blok Esenyurt","Istanbul","34522","Istanbul","902125579781","Apparel","126","13","113","","","","","","",""
"Turkey","Turkuaz Tekstil San. ve Tic. A.Ş. ","Akçeşme Mahallesi 2053 Sokak No.3 Merkez Efendi  ","Denizli","20020","Denizli","902583717453","Accessories","221","148","73","","","","","","",""
"Ukraine","Hoch-Bereg LTD - Facility 1","Petoefi Street  29 Petoefi Street  29 ","Nagybereg","90242","Zakarpats'ka","380314142989","Accessories","156","15","5","","Hochmuth GmbH & Co. KG","","","","",""
"Ukraine","Hoch-Bereg LTD - Facility 2","Petoefi  Street  7 Petoefi  Street  7 ","Nagybegany","90232","Zakarpats'ka","380314142989","Accessories","134","16","115","","Hochmuth GmbH & Co. KG","","","","",""
"Ukraine","Hoch-Bereg LTD - Facility 3","Macsola Street 112/1  ","Beregszász","90200","Zakarpats'ka","38000380314142896","Accessories","107","15","5","","Hochmuth GmbH & Co. KG","","","","",""
"United Kingdom","Advanced Processing Limited","Sidhill Business Park Holmfield Industrial Estate Holmfield","Halifax","HX2 9TN","England","4401422231030","Apparel","368","144","224","88","","","","","",""
"United Kingdom","Elms Marketing Ltd","Hulley Road Hurdsfield Industrial Estate ","Macclesfield","SK10 2LP","England","4401625506709","Apparel","40","20","20","","","","","","",""
"United Kingdom","Infinity Apparel","3 Whitehall Cross Leeds ","Leeds","ls12 5xe","England","4407967830685","Apparel","33","17","16","","","","","","",""
"United Kingdom","Slick Stitch Embroidery Co. Ltd.","Old Heath Road Wolverhampton ","Wolverhampton","WV1 2BF","England","4401902313368","Apparel","254","106","148","","","","","","",""
"United Kingdom","Sports & Leisure Brands Ltd.","Unit 9, Lincoln Enterprise Park Auborn Lincoln","Lincolnshire","LN5 9EJ","England","4401522778805","Apparel","16","10","6","","","","","","",""
"United Kingdom","Totalprint Ltd.","Station Road, Gedney Hill  ","Spalding","PE12 0NP","England","4401406330122","Accessories","40","21","19","5","","","","","",""
"United Kingdom","TRC Ltd","Kestrel Mill Wellington St Hyde","Cheshire","SK14 2BU","England","4401613517777","Apparel","8","7","1","","","","","","",""
"United States of America","All Packaging Co","14806 E. 33rd Place  ","Aurora","80011","Colorado","NA","Accessories","125","55","70","","","","","","",""
"United States of America","All Star Lettering","9419 Ann St  ","Santa Fe Springs","90670","California","5624045995","Apparel","45","24","21","","","","","","",""
"United States of America","Big Game Sports","13835 Welch Rd Suite #103 ","Dallas","75244","Texas","19722920700","Gear","36","6","30","","","","","","",""
"United States of America","Brands Warehouse","13205 Arrington Road  ","Grandview","64030","Missouri","19136618440","Apparel","70","48","22","","","","","","",""
"United States of America","Liebe Dallas, LLC","2030 S Hwy 45  ","Corsicana","75110","Texas","16365321614","Apparel","12","9","3","","","","","","",""
"United States of America","Paramount Apparel International, Inc.","#1 Paramount Drive P.O. Box 98 ","Bourbon","65441","Missouri","5736792406","Apparel","288","184","104","0","","","","","",""
"United States of America","RJ Liebe Company","582 Goddard Ave  ","Chesterfield","63005","Missouri","16365321614","Apparel","80","50","30","","","","","","",""
"United States of America","Seamus Golf","9640 SW Sunshine Ct Suite 600 ","Beaverton","97005","Oregon","15035269048","Hard Goods","25","13","12","","","","","","",""
"United States of America","Spade (A & K Designs)","8325 SE Harney Street  ","Portland","97266","Oregon","15032386514Ext0","Apparel","56","35","21","","","","","","",""
"United States of America","Spirit Threads, LLC","681 N. Plano Road Suite 101 ","Richardson","75081","Texas","19728239181","Apparel","25","21","4","","","","","","",""
"United States of America","T Formation of Tallahassee Inc.","864 Commerce Blvd.  ","Midway","32343","Florida","18505740122","Apparel","58","29","42","","","","","","",""
"United States of America","Team Pride Athletic Apparel LLC","2196 Sweetgum Rd  ","Rochester","46975","Indiana","1","Apparel","47","22","25","","","","","","",""
"Vietnam","Alliance One Apparel Company Limited","Zone B (Lot B1, B2, B5, B6, B7, B8, B9, B10, B11, B12), Giao Long Industrial Zone, An Phuoc Commune Chau Thanh District ","Ben Tre","930000","Ben Tre","84275361211000004213909470838784","Apparel","7705","5208","2497","","WELLCORP HOLDINGS TRADING HK LIMITED","","","","",""
"Vietnam","Apache Footwear Vietnam Company Limited","Lot 79 Long giang Industrial Park, Tan Lap 1 Commune, Tan Phuoc District","Tien Giang","84000","Tien Giang","84918037488","Footwear","7056","4761","2295","832","MAXKING FOOTWEAR LTD","","","","",""
"Vietnam","Bowker (Vietnam) Garment Factory Co., Ltd","Lot K1-2-3-4-5, Road 6, Dong An IP, Binh Hoa Ward, Thuan An City, Binh Duong Province, Vietnam Dong An Industrial Park Thuan An City","THUAN AN","72000","Binh Duong","2743768233","Apparel","4147","2999","1148","33","Bowker Asia Limited","","","","",""
"Vietnam","Branch 1 - Greentech Headgear Company Limited in Dong Nai","Building#1, 2, 3, 4, 5, 6, 22, 23, 24, 25 Road No. 3 Industrial Zone Nhon Trach 2 - Nhon Phu Phu Hoi Commune","Nhon Trach District","76000","Dong Nai","842513685868","Accessories","2632","2063","569","","Asian Sourcing International Limited","","","","",""
"Vietnam","Chang Chun Vina Co., Ltd","Street D1, Block B An Ngai Industrial Zone-Small Scale Industry An Ngai Commune","Long Dien","78000","Ba Ria-Vung Tau","842543674708","Footwear","2242","1966","276","4","HWASEUNG INDUSTRIES CO.,LTD.","","","","",""
"Vietnam","Chi Hung Co., Ltd.","My Hiep Quater, Thai Hoa ward, Tan Uyen Town Binh Duong Province","Binh Duong Province","75000","Binh Duong","842743625022","Footwear","6063","4957","1106","41","Sports Gear Co., Ltd. Taiwan Branch","","","","",""
"Vietnam","Ci Bao Co., Ltd (SHD)","N5 Street, Suoi Tre Industrial Park Suoi Tre Ward, Long Khanh City ","Dong Nai Province","76000","Dong Nai","842513646880","Footwear","4640","3645","995","51","Shyang Shin Bao Industrial Company Limited","","","","",""
"Vietnam","Din Sen Viet Nam Enterprise Co., LTD","No.3, Ho Van Tang Street, Hamlet 1A, Tan Thanh Tay Commune, Cu Chi District  ","Ho Chi Minh City","700000","Ho Chi Minh","84283735599","Apparel","2092","1811","281","19","Dinsen (Binh Tan) Enterprise Co.,Ltd","","","","",""
"Vietnam","Din Sen Vietnam Enterprise Co. Ltd - Long An Branch","69A, National Road 1A, Area 1, Long Binh Hamlet, Long Hiep Commune ","Ben Luc District","850000","Long An","842723647733","Apparel","3602","2887","715","","Din Tsun Holding Co., Ltd     ","","","","",""
"Vietnam","Din Sen Vietnam Enterprise Co., Ltd [Tan Phu District]","No. 302, Hoa Binh Street,  Hiep Tan Ward, Tan Phu District,","Ho Chi Minh City","72000","Thanh pho Ho Chi Minh","842839732310","Apparel","1008","848","160","7","","","","","",""
"Vietnam","Dinsen (Binh Tan) Enterprise Co.,Ltd","Lot B3, Lot J1, J2, D10/89Q National Highway 1A, Tan Tao Ward, Binh Tan District  ","Ho Chi Minh City","700000","Ho Chi Minh","842837541353","Apparel","581","442","139","","Dinsen (Binh Tan) Enterprise Co.,Ltd","","","","",""
"Vietnam","Elite Investment Worldwide Company Limited","1657/3E National Road 1A An Phu Dong Ward District 12","Ho Chi Minh","70000","Dist 12","8402837199672","Apparel","1830","1221","694","","Tung Mung International Pte Ltd ","","","","",""
"Vietnam","Elite Long Thanh Co Ltd","Lot D, Loc An, Binh Son Industrial Park Long Thanh District","Dong Nai","76212","Dong Nai","84837196006Ext1202","Apparel","3371","1380","897","","Tung Mung International Pte Ltd ","","","","",""
"Vietnam","Esprinta (Vietnam) Co., Ltd","Road No. 12, Song Than 2 Industrial Zone, Di An Ward BINH DUONG PROVINCE","Di An City","75306","Binh Duong","886287510228","Apparel","2137","1514","623","39","Sports City International Inc","","","","",""
"Vietnam","Giap Quan Thang Limited Liability Company","Long An B Area, Cai Tac Town, Chau Thanh A  ","Hau Giang","84711","Hau Giang","8402933953","Footwear","66","60","6","8","Shyang Hung Cheng Co. Ltd. (SHW)","","","","",""
"Vietnam","GIAP QUAN THANG ONE MEMBER CO. LTD - BUSINESS LOCATION NO.1 ","Xeo Vong A Hamlet,  Hiep Loi Commune, Nga Bay Town","HAU GIANG PROVINCE","95000","","84963207150","Footwear","736","32","704","","Ci Bao Co., Ltd (SHD)","","","","",""
"Vietnam","Ha Gia Shoes One Member Limited Liability Company","Hiep Tam 1 Quarter, Dinh Quan Town Dinh Quan District ","Dong Nai","","Dong Nai","84913989872","Footwear","592","470","165","","","","","","",""
"Vietnam","Haivina Hong Linh Co. Ltd.","Nam Hong Industrial zone, Dau Lieu Ward,  ","Hong Linh","480000","Ha Tinh","2393686700","Apparel","2122","2003","119","7","HYUN-JIN CORPORATION ","","","","",""
"Vietnam","Haivina Kim Lien Co., Ltd.","NAM GIANG INDUSTRIAL COMPLEX, NAM GIANG COMMUNE ","NAM DAN DISTRICT","44611","Nghe An","2383826417","Apparel","2460","2374","86","16","HYUN-JIN CORPORATION ","","","","",""
"Vietnam","Hung Way Co., Ltd","Area C, Lot.R. 29b-33-35-37-39 Tan Thuan Road, Tan Thuan Export Processing Zone Tan Thuan Dong Ward, District 7","Ho Chi Minh","700000","Ho Chi Minh","842837701901","Accessories","1327","987","340","14","Palace Industry Co., Ltd","","","","",""
"Vietnam","Hwa Seung Vina Co., Ltd.","Nhon Trach 1 Industrial Zone Nhon Trach District ","Dong Nai","81000","Dong Nai","842513560800","Footwear","12321","9144","3177","58","HWASEUNG INDUSTRIES CO.,LTD.","","","","",""
"Vietnam","Hwa Seung Vina Co.Ltd (Long Thanh branch)","Valley 47 Industrial Group Tam Phuoc Ward ","Bien Hoa","76000","Dong Nai","842513512849","Footwear","1430","143","1287","","HWASEUNG INDUSTRIES CO.,LTD.","","","","",""
"Vietnam","HWASEUNG RACH GIA COMPANY LIMITED (HSRG)","Street No. 4, Thanh Loc Industrial Park,  ","Chau Thanh Sub district","91000","Kien Giang","84908947305","Footwear","245","176","69","","HWASEUNG INDUSTRIES CO.,LTD.","","","","",""
"Vietnam","INNOTEX TRADE PRODUCT JOIN STOCK COMPANY","Lot F4,Giao Long Industrial Park, An Phuoc Commune Chau Thanh ","Ben Tre","86000","","8402753612113","Apparel","290","128","162","","Alliance One Apparel Company Limited","","","","",""
"Vietnam","Jasan socks Vietnam Co., LTD","No.2, Road 17, Vsip Hai Phong Township,   Industrial & Service Park, Thuy Trieu ward, Thuy Nguyen district","Hai Phong city","180000","Hai Phong","84312299006Ext105","Accessories, Apparel","3130","2292","838","63","","","","","",""
"Vietnam","Jia Hsin Co., Ltd.","Lot No D1, D2, D3, D4, D5, D6, C11, C12, C13, C14, C15A, C15B, C16A, C16B, C17, C18, C19, C20, C21A, C22A, C23A, C24A, apart of Lot No B6, B7,B8, B9, Cau Tram Industrial Zone, Cau Tram Hamlet, Long Trach Commune","Can Duoc District","850000","Long An","842723722777","Footwear","2482","1649","833","20","Sun Kuan (BVI) Enterprises Limited","","","","",""
"Vietnam","Jia Hsin Company Limited (Tien Giang)","Hamlet 5A, Phu Cuong Commune Cai Lay District, Tien Giang Province ","Tien Giang","84000","Tien Giang","842723722777","Footwear","597","439","158","2","Sun Kuan (BVI) Enterprises Limited","","","","",""
"Vietnam","Lacty Company Limited","No. 3-5 Ten Lua Street An Lac A Ward Binh Tan District","Ho Chi Minh","70000","Ho Chi Minh","2838754536","Footwear","2728","2289","439","42","FLOURISH THRIVE DEVELOPMENTS LIMITED TAIWAN BRANCH","","","","",""
"Vietnam","Lacty II Co. Ltd.","Lot B1, B2 Tan Phu Thanh Industrial Zone - phase 1 Tan Phu Thanh Ward, Chau Thanh A district","Hau Giang","95000","Hau Giang","84842933953292","Footwear","11454","8824","2630","56","FLOURISH THRIVE DEVELOPMENTS LIMITED TAIWAN BRANCH","","","","",""
"Vietnam","Longway Vietnam Company Limited","Lot HC1, Road 3 Xuyen A Industrial Park My Hanh Bac Commune","Tan An","850000","Long An","842723751422Ext822","Accessories","1376","1108","268","0","Long Way Enterprise Co Ltd","","","","",""
"Vietnam","MEGA SURPLUS VIETNAM FOOTWEAR COMPANY LIMITED","Khóm Vĩnh Hòa, community Tân Ngãi, city Vĩnh Long, province Vĩnh Long  ","Vinh Long ","85000","Vinh Long","84393679189","Footwear","1021","852","169","","MAXKING FOOTWEAR LTD","","","","",""
"Vietnam","Peak Speed Printing Company Ltd","No. 19, National Road 1A, Hamlet 5, My Yen Commune, Ben Luc District","Tan An City","82607","Long An","840723649166","Apparel","250","119","131","","","","","","",""
"Vietnam","Pouyuen Vietnam Company Limited (PYV)","D10/89Q National road 1A Tan Tao ward Binh Tan District Ho Chi Minh city","Thanh pho Ho Chi Minh","70000","Ho Chi Minh","84838762358Ext6922","Footwear","14341","12818","1523","95","The Look Macao Commercial Offshore Co Ltd","","","","",""
"Vietnam","Premier Global (Vietnam) Garment Company Limited","Lot C, Road 1 Dong An Industrial Zone Thuan An township","Binh Duong Province","70590000","","842743769266","Apparel","2230","1605","625","","Win Hanverky","","","","",""
"Vietnam","PUNGKOOK SAIGON TWO CORPORATION","Quarter 1A An Phu Ward Thuan An Town","Binh Duong","820000","Binh Duong","842743732999Ext3331","Accessories","1655","1402","253","7","Pungkook Corporation","","","","",""
